question,answer_llm,answer_orig,document
What does reproducibility actually mean for the capstone project — do I need to give reviewers my API keys?,"No — you should **never share API keys** or hosted-service credentials in your repo.

For capstone reproducibility, the idea is that a reviewer can:

- clone your repo,
- follow your README,
- rebuild the system from scratch,
- and use **their own credentials**.

A good setup is:

- include a script/notebook to ingest the data and rebuild the search index locally,
- provide a `.env.example` with variable names only,
- keep `.env` in `.gitignore`,
- document the required Python/Docker versions,
- pin dependencies in `requirements.txt` or a lock file.

Use a low-cost model if possible so reviewers don’t burn credits.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I set up my repo so someone can clone it and rebuild the search index from scratch?,"Set it up so a reviewer can clone the repo and rebuild everything locally from scratch:

- Include a script or notebook that ingests the dataset and rebuilds the search index locally.
- Don’t include API keys in the repo. Instead, add a `.env.example` with the variable names only, and have the reviewer create their own `.env`.
- Keep `.env` in `.gitignore`.
- Pin dependency versions in `requirements.txt` or a lock file, and document the Python version.
- If you use Docker, also document the Docker version.

In short: the repo should be reproducible without your secrets, using the reviewer’s own credentials.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Should I include my real credentials in the project, or is there a safer way to handle env vars?","No — you should **not** include your real credentials in the project.

Use a safer setup instead:

- Put your secret keys in a **`.env` file**
- Add **`.env` to `.gitignore`** so it’s never committed
- Commit a **`.env.example`** with only the variable names, no values
- Have reviewers create their **own `.env`** with their own API keys

Example:

```gitignore
.env
```

```bash
# .env.example
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

In Python, load them with `python-dotenv`:

```python
from dotenv import load_dotenv
load_dotenv()
```

So the safe practice is: **never share real keys; share only the env variable names and setup instructions**.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What file should I provide for API keys and secrets, and what should be left out of git?","Provide a `.env` file for your API keys and secrets, and keep it out of git by adding `.env` to `.gitignore`.

If you want to share the setup without secrets, include a `.env.example` with only the variable names and no values.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to pin package versions and mention Python or Docker versions for the project to be reproducible?,"Yes — to make the project reproducible, you should:

- **Pin dependency versions** in `requirements.txt` or a `pyproject.toml` lock file
- **Document the Python version**
- **Document the Docker version too, if you use Docker**

The goal is that a reviewer can clone the repo and recreate the system from scratch following your README.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework and the capstone project in a language other than Python, like JavaScript, Go, Rust, or Java?","Yes, but **in most cases you should use Python**.

The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest choice for **all homework and the capstone project**.

You **can** use another language or stack such as **JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R**, but only if you have a strong reason. If you do, your documentation must be very thorough, including clear instructions to install dependencies and run the project on **Windows, macOS, and Linux**.

So: **technically yes, but Python is strongly recommended.**","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I use a non-Python stack for the project, what kind of explanation or README do I need to provide?","If you use a non-Python stack, your README/documentation needs to be very thorough and written in English.

It should:

- assume the reviewer has no knowledge of that language or ecosystem
- explain how to install dependencies
- explain how to run the project on Windows, macOS, and Linux
- include step-by-step commands at the same level as:
  ```bash
  go mod tidy
  go run .
  ```

The goal is that the project is still easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Why does the course say Python is the easiest option for assignments and the final project?,"Because the course materials, examples, and reviewer expectations are all Python-based. That makes Python the easiest path for both homework and the final/capstone project.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Would a project built in Go or another language still be accepted if I make it easy to run and review?,"Yes — a project in Go or another language can still be accepted, but only if it’s easy to reproduce and review.

You should:
- have a **strong reason** for using a non-Python stack,
- provide **very thorough documentation**,
- explain how to install dependencies and run it on **Windows, macOS, and Linux**,
- make the submission **easy to reproduce and evaluate**.

For example, a Go project README should include steps like:
```bash
go mod tidy
go run .
```

If you want, I can also help you check whether your README is detailed enough for review.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
What should the setup instructions look like if I submit the homework or project with something like Go instead of Python?,"Your README/setup instructions should be very thorough and explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

If you use Go, the setup example should be at the level of:

```bash
go mod tidy
go run .
```

The submission still needs to be easy to reproduce and evaluate.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I look to see past LLM Zoomcamp capstone projects?,"You can browse past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with 2024 LLM Zoomcamp project submissions?,"Yes — there is a page with 2024 LLM Zoomcamp project submissions:  
https://courses.datatalks.club/llm-zoomcamp-2024/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I browse 2025 LLM Zoomcamp projects somewhere?,"Yes — you can browse 2025 LLM Zoomcamp projects here:

https://courses.datatalks.club/llm-zoomcamp-2025/projects

","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where can I find examples of submitted capstone repos for this course?,"You can browse previous submitted capstone repos here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do you have links to previous LLM Zoomcamp projects so I can check the expected level?,"Yes — you can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These should help you gauge the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do I need to reserve my capstone project idea before I start working on it?,"No. You do not need to announce or reserve your project idea before starting. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Is there any requirement to announce my project topic first, or can I just begin?","No. You do not need to announce or reserve your project idea before starting. You can just begin. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I ask for feedback on my project idea in Slack before I start?,Yes — you can ask for feedback in Slack before you start. You don’t need to announce or reserve your project idea first.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Are projects similar to ones from previous years allowed if I build it myself?,Yes — similar topics are okay as long as your implementation is your own and your submission meets the project requirements.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Where can I check old capstone projects to get a sense of the right scope?,"You can check previous LLM Zoomcamp project submissions here:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects

These pages should help you get a sense of the expected scope and quality.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a website?,"Yes. You can use any interface for your capstone project — including a Telegram or WhatsApp bot instead of a web app. There are no strict requirements for how the project is presented to the user, as long as it meets the evaluation criteria.

Note: the course doesn’t teach how to build those interfaces, so you’ll need to implement that part yourself.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is a web app required for the project, or can I use something else like a CLI or Slack app?","No, a web app is not required. You can use any interface that fits your project, such as a CLI, Slack app, Telegram/WhatsApp bot, notebook, or something else, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Does the course care what kind of interface I choose for the final project?,"No. You can use any interface for the final project — a web app, CLI, Telegram or WhatsApp bot, Slack app, notebook, or anything else. There are no strict guidelines on how you make it available to the end user, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I want to ship my project as a notebook or chat bot, is that okay?","Yes — a notebook or a chat bot is okay. You can use any interface for your project: web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or anything else, as long as it meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
Will the course show me how to make Telegram/WhatsApp/Slack interfaces for the capstone?,"No. The course allows Telegram/WhatsApp/Slack interfaces for the capstone, but it does **not** teach how to build those interfaces. You’d need to figure that part out on your own, though an AI assistant can help.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"What’s the best tool to pull text out of PDFs for a RAG app, especially if the docs are messy or scanned?","The course doesn’t prescribe one “best” tool — the best choice depends on your documents.

For messy or scanned PDFs, people commonly try:

- **docling** — good for converting PDFs to structured Markdown/JSON for RAG
- **pymupdf4llm / PyMuPDF** — fast extraction, Markdown output
- **unstructured** — handles many document types and layouts
- **pytesseract** (Tesseract OCR) — for scanned/image-based PDFs with no text layer
- **Hosted OCR** like **Mistral OCR** — if you prefer an API

Best practical advice: **try a couple on a sample of your PDFs and pick the one that gives the cleanest text**. If the PDFs are scanned, you’ll likely need OCR.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"Do we need to use a specific library in the course for PDF text extraction, or can we pick whatever works?","You don’t need to use a specific library. The course doesn’t prescribe one for PDF text extraction — you can pick whatever works best for your data.

Some commonly used options are:
- **docling**
- **PyMuPDF / pymupdf4llm**
- **unstructured**
- **pytesseract** for scanned PDFs
- **Hosted OCR** like Mistral OCR

It’s a good idea to try a couple on a sample of your documents and choose the one that gives the cleanest extraction.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
"If my PDFs are just images and there’s no text layer, what should I use to get the text out?","If your PDFs are just images with no text layer, use **OCR**. The context specifically mentions **`pytesseract` (Tesseract OCR)** for scanned/image-based PDFs, or a **hosted OCR** service like **Mistral OCR** if you prefer an API.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Is there a good OCR option I can call as an API instead of running everything locally?,"Yes — the context mentions **hosted OCR such as Mistral OCR**, which you can **call as an API instead of running OCR locally**.

Other local options mentioned are `pytesseract`/Tesseract OCR, but if you want an API-based approach, **Mistral OCR** is the example given.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
What tools are people using for converting PDFs into Markdown or JSON before chunking them for retrieval?,"People in the course community commonly use:

- **docling** — converts PDFs into structured **Markdown/JSON**
- **pymupdf4llm** / **PyMuPDF** — fast PDF-to-Markdown extraction
- **unstructured** — for many document types and layouts
- **GROBID** — especially for academic papers
- **pytesseract** / **Tesseract OCR** — for scanned PDFs without a text layer
- **hosted OCR** like **Mistral OCR** — if you prefer an API

For PDF-to-Markdown before chunking, the most explicitly mentioned tools are **pymupdf4llm**, **Docling**, and **GROBID**.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Do we need a minimum number of rows or documents for the capstone project dataset?,"No, you don’t need a minimum number of rows or documents for the capstone project. Use enough data to demonstrate and meaningfully evaluate your retrieval or agent flow. Reviewers will assess it based on the published evaluation criteria, not on dataset size.","No, you don't need a minimum dataset size for the capstone project. Choose
enough data to demonstrate and meaningfully evaluate your retrieval or agent
flow. Reviewers assess the project using the
[published evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria),
not by counting documents or rows.",f0439b5faf
"Is there any required dataset size for the LLM Zoomcamp capstone, or can it be small?","No, there is no minimum required dataset size for the capstone. It can be small, as long as it contains enough data to demonstrate and meaningfully evaluate your retrieval or agent flow. Reviewers judge it by the published evaluation criteria, not by the number of documents or rows.","No, you don't need a minimum dataset size for the capstone project. Choose
enough data to demonstrate and meaningfully evaluate your retrieval or agent
flow. Reviewers assess the project using the
[published evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria),
not by counting documents or rows.",f0439b5faf
How much data should I use for the capstone project if there’s no minimum dataset size?,"Use enough data to demonstrate and meaningfully evaluate your retrieval or agent flow. There’s no minimum dataset size, and reviewers assess the project using the published evaluation criteria rather than by counting documents or rows.","No, you don't need a minimum dataset size for the capstone project. Choose
enough data to demonstrate and meaningfully evaluate your retrieval or agent
flow. Reviewers assess the project using the
[published evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria),
not by counting documents or rows.",f0439b5faf
Will my capstone be judged based on how many documents I have in the dataset?,"No. The capstone is **not** judged by how many documents are in your dataset. There is **no minimum dataset size**; you should use enough data to demonstrate and meaningfully evaluate your retrieval or agent flow. Reviewers assess the project using the published evaluation criteria, not by counting documents or rows.","No, you don't need a minimum dataset size for the capstone project. Choose
enough data to demonstrate and meaningfully evaluate your retrieval or agent
flow. Reviewers assess the project using the
[published evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria),
not by counting documents or rows.",f0439b5faf
What should I consider when choosing dataset size for the capstone project?,"You don’t need a minimum dataset size. Choose enough data to **demonstrate and meaningfully evaluate** your retrieval or agent flow. Reviewers will judge the project by the **published evaluation criteria**, not by the number of documents or rows.","No, you don't need a minimum dataset size for the capstone project. Choose
enough data to demonstrate and meaningfully evaluate your retrieval or agent
flow. Reviewers assess the project using the
[published evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria),
not by counting documents or rows.",f0439b5faf
"For the capstone, does my data have to be pulled from a live API, or can I just use a file or dataset I made myself?","No — your capstone data does **not** have to come from a live API. You can use a **static file**, a **self-created dataset**, or an **API-backed source**.

For full reproducibility points, make sure the data is accessible and include a script so reviewers can rebuild the knowledge base.","No, you can use a static file, a self-created dataset, or an API-backed source.
For full reproducibility points, make the data accessible and provide a script
that lets reviewers rebuild the knowledge base. See the
[project evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria)
for the ingestion and reproducibility requirements.",2cf500aae6
Is it okay to build the project from a static file instead of an API source?,"Yes — you can build the project from a static file instead of an API source. The capstone allows a static file, a self-created dataset, or an API-backed source.

For full reproducibility points, make the data accessible and include a script so reviewers can rebuild the knowledge base.","No, you can use a static file, a self-created dataset, or an API-backed source.
For full reproducibility points, make the data accessible and provide a script
that lets reviewers rebuild the knowledge base. See the
[project evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria)
for the ingestion and reproducibility requirements.",2cf500aae6
"If I use API-backed data, do I still need to make it easy for reviewers to reproduce the knowledge base?","Yes. Even if you use API-backed data, you should still make it easy for reviewers to reproduce the knowledge base.

Reproducibility means a reviewer can clone your repo and rebuild the system from scratch using their own credentials. For full reproducibility points, provide a script or notebook that ingests the data and rebuilds the search index locally, and include a `.env.example` without secrets.

","No, you can use a static file, a self-created dataset, or an API-backed source.
For full reproducibility points, make the data accessible and provide a script
that lets reviewers rebuild the knowledge base. See the
[project evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria)
for the ingestion and reproducibility requirements.",2cf500aae6
What do I need to provide so the capstone is reproducible for full points?,"For full reproducibility points, you need to:

- make the data accessible, and
- provide a script that lets reviewers rebuild the knowledge base.

A plain Python ingestion/indexing script is enough; an orchestrator is not required.","No, you can use a static file, a self-created dataset, or an API-backed source.
For full reproducibility points, make the data accessible and provide a script
that lets reviewers rebuild the knowledge base. See the
[project evaluation criteria](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/project.md#evaluation-criteria)
for the ingestion and reproducibility requirements.",2cf500aae6
